,id_str,stack_vars.full_tweet_text,user.screen_name,created_ts
20,ID_1312096649267892224,@yashar @justinamash Why is there a resolution against QAnon lol. TheyÕre free to have their own beliefs,JYarbles,10/2/20 18:26
21,ID_1312030224024965123,@donwinslow How QAnon like of you.,Oddly_Thing,10/2/20 14:02
22,ID_1311922700294647811,@breezy_breh23 @realDonaldTrump @FLOTUS Quite a reach. Must be a Qanon theory.,Tousday1,10/2/20 6:55
23,ID_1313136301001125889,"@12_07_1961 @atrupar He is moving his arms. Look at what his arms do when he says ""and I want to thank them all.""

ffs let's not be as crazy as qanon.",tweet1hz,10/5/20 15:17
24,ID_1311639455288233984,"@BrownEyedWarden Cry me a river. Men canÕt have babies __ 
#Fake
#Pedowood",LisaMacKinnon16,10/1/20 12:09
25,ID_1312379650753130496,@Emily11561713 @cjtruth We Love Our President @realDonaldTrump !!!!!!!! #MAGA #WWG1WGA ____,CTAmerican82,10/3/20 13:11
26,ID_1311743590893223936,@oneunderscore__ I swear that even Q is trolling the Qanons now.,triplesilk,10/1/20 19:03
27,ID_1312010120868646917,Prepare yourselves for the QAnon/Alt Right conspiracy theories to come. Basically prepare yourselves for utter stupidity.,HeelsNeverPanic,10/2/20 12:42
28,ID_1311465592721870848,"@OfTwittah @Russian13742414 @SeanSpicerFacts @RubinReport It 100% is the political identity of the Republican party in the last 4 years (and decades prior). As the Qanon sect your party now embraces says, ""where you go one, you go all"". Own it.",GreenChile8,10/1/20 0:38
29,ID_1311770761804349441,"@HSRetoucher Yes, we are everywhere in the world ! #WWG1GWA",Mirk_13,10/1/20 20:51
30,ID_1312808920180645888,"@joe_warmington We should be saying ""extremist group"" and ""far-left"" when talking about Antifa. I guess we only do that when talking about groups or ideas opposed to the progressive left. Followers of Qanon and the Proud Boys aren't burning property, looting, and attacking people.",SouthEndSimpson,10/4/20 17:36
31,ID_1312478334501089283,@WBrettWilson Brett.... shouldnÕt you be at QAnon meeting somewhere with your boy @TheRealKeean,zumalife,10/3/20 19:43
32,ID_1312359364091674624,"@REZ_777 @Acyn Qanon thinks itÕs a code &amp; he used capital I instead of lowercase l _ yep, there his people",nitagale,10/3/20 11:50
33,ID_1312891368985985029,"@IEFKUH Clinton foudation, children, ADRENOCHROME....",leesoper6,10/4/20 23:04
34,ID_1311773904478842886,"I welcome all of my new followers! The numbers after your profile names must be your IQs, because you all seem super smart!!

#MAGA2020LandslideVictory #WWG1WWGA",future_port,10/1/20 21:04
35,ID_1312080710602092544,"@thedailybeast The virus came from China, but it is people who infect people. People who donÕt listen to science, listening to YouTube personalities, grifters of Trump, QAnon, those people who contribute to spreading this virus around. Being selfish, not getting tested, not caring!",PJacob_82,10/2/20 17:23
36,ID_1312073346163576833,@KarenBeishuizen @DebraMessing For fucks sakes. I hear Qanon is recruiting.,muny21,10/2/20 16:53
37,ID_1312311387050389504,"@realDonaldTrump Get Well Mr Prez Sending well wishes to you and the 1st Lady from Aberdeen, Scotland. WWG1WGA",wopwopwallace,10/3/20 8:39
38,ID_1311687352960643073,"@Liz_Estes They've been hitting me too.  When my reach goes up, I get censored.
@Potus @RealDonaldTrump #WWG1WGA @TheJusticeDept #TheGreatAwakening @SenateGOP @HouseGOP @Oann @LizWheeler @GrahamLedger @TuckerCarlson @IngrahamAngle @JesseBWatters  @TPUSA #MAGA #KAG",ProudQchick,10/1/20 15:20
39,ID_1312350063960690692,"@shannon32030567 @MaryWarrick18 Apparently the virus sees red before blue!
WWG1WGA ____ ____
#Trump2020",kjhare9,10/3/20 11:13
40,ID_1313147147676782599,@qanonwhitehat @TeaBoots Oh yeah,VoxAmerican,10/5/20 16:00
41,ID_1312954871528730626,"@clairecmc Yeah @dbongino  is correct. You're an ungrateful pile of entitled shit.
What's wrong in your life that makes you a cunt?
I'm sorry but really you're really sick.
We are all Americans and Gods children.
We love our POTUS @realDonaldTrump 

Report on #ObamaGate_TREASON 
WWG1WGA",ChrisWann5,10/5/20 3:16
42,ID_1311944163722747904,"@sonofr Well he's either

Lying,
Scared of debating Biden,
Needs the sympathy,
Doesnt care about the Antivaxx Qanon vote,
Has a need to give that Blonde spiritual advisor $bns to pray for him.
Lying,
Trying to beat that famous phrase ''there a 2 certainties in life, death and taxation.''",routundroulleur,10/2/20 8:20
43,ID_1312042743795908608,"@nightsongs48 @seanhannity Oh, look. Domestic Terror Threat Annie chimes in

You QNuts are about the farthest thing from patriots as it gets",DannyboyWiggs,10/2/20 14:52
44,ID_1312133106464251905,"@tnicholsmd @missprisslexy What I mean by 'educated voter' is not someone with a formal education. I'm talking about individuals who vote based on political issues, of which they are 'educated.' And sorry, but I'm past the point of respecting or trying to reason with MAGAs and/or QAnons. It is what it is.",NardyPoontango,10/2/20 20:51
45,ID_1312547591696113664,@powerpsi2381 @MinnieM22421364 @joemcginnissjr @gabrielsherman QAnon. How do you know? Who told you. I heard aliens are moving arctic ice into the WH to lower @POTUS fever. Did you know Melania is a robot? Given to Trump by Putin? Need to stop now. These messages are monitored. Shhh.,RRoncken,10/4/20 0:18
46,ID_1312204130308427777,"@M2Madness WWG1WGA the storm is coming ____________________________
So blow it out your A**",lisle_hall,10/3/20 1:33
47,ID_1311936263998648320,Honestly go join qanon. YouÕll fit right in.,laurenthehough,10/2/20 7:49
48,ID_1312641493774086147,"@snband4 @charliekirk11 #SethRich, remember him you murderous bastards? Embarrassing to watch Democrat's non interest in solving the murder case..",Whuttaa1,10/4/20 6:31
49,ID_1311980362642399232,"@ThunderDwnUnda @ReddingtonAlice We have no room for hate , we must embrace our fellow man with love , just think they are sheep lost WE LEAD THEM HOME #WWG1WGA #UNITEDSTATESofAMERICA #EQUALUNDERGOD",1jacqjeff,10/2/20 10:44
50,ID_1311486620600692737,@julianfeeld I assume the French and Italians argue over who has the better adrenochrome,KochIndustries2,10/1/20 2:02
51,ID_1311977702811938817,"@realDonaldTrump 
You are my President and I Love you and The First Lady.
May God Bless you, stay by you and give healing powers! 
We will wait for you to recover and get back to normal. 
#WWG1WGA",MaryMarygamy,10/2/20 10:33
52,ID_1312784354343518210,"@BrittanyK182 @RHWofSurrey @lorenzolamas @john_zealand @POTUS @FLOTUS Thanks for agreeing about that conspiracy theory. These liberals are crazy!!

The only reason you donÕt like pizzagate is because you protect pedophiles.

Leave them kids alone you sicko!",MagaMan4201,10/4/20 15:59
53,ID_1312203820785496064,"@agate_beach @Q_n_KY @JulieH40 @seanhannity @johnrobertsFox @kevincorke @BretBaier @KarlRove @dbongino @GeraldoRivera @AriFleischer @jasoninthehouse @RonnyJackson4TX @DrOz Trump actually has gullible #Cult45
#MAGAts believing this crap. ____
(BTW... here's the secret truth... 
It's actually #FakeNews that he has
the #TrumpVirus. He wasn't really
even taken to the hospital. He's in
New Jersey playing golf with his
pals Vladimir Putin and #QAnon.)",RalfTebako,10/3/20 1:32
54,ID_1312843606638485504,"@Cam0237 @DianaWintah Well you're not addicted to adrenochrome. Also stop spreading his name, even bad publicity is good publicity. I don't want to know this person, i dont want to know his face. Stop making these ecelebs famous even if its just to drag their name in the mud.",iii_rockwell,10/4/20 19:54
55,ID_1312023459468279808,"@kurteichenwald Dude, saying people questioning TrumpÕs veracity about having COVID are only slightly better than QAnon is bullshit. All he does is lie.",John_N_Sellner,10/2/20 13:35
56,ID_1312116816106287105,"@cmonstah On this same note: the ""it's all a hoax"" hashtags are still active. Some are saying that Trump is in on the conspiracy, and are even citing the usual QAnon ""symbols"" as ""proof"".",isaac32767,10/2/20 19:46
57,ID_1312131738081009664,@jameswilletts91 @SukitsloWhitter @nprpolitics Go search for QAnon on the FBI website and enjoy the Zero results.,_GirlMaher_,10/2/20 20:45
58,ID_1311839649346838528,"@BlayneLannan1 Adrenal glands (situated atop the kidneys) release hormone adrenalin (which gives us the ""fight or flight""response from Fear basically...the penial gland is a  small gland deep at the base of the mid-brain .. these are involved with blood transmission of adrenochrome ..(imo",1Regina5,10/2/20 1:25
59,ID_1312906767668449280,"@Benjumsway1 A) IÕve already done the first sentence.
B) ThatÕs some QAnon bull right there.
C) Yes, we have been lied to by our president on this.
D) 97% survival rate that spreads like wildfire is.
E) CCP is not responsible for the US response.",theonlytarzanx,10/5/20 0:05
60,ID_1311485475161542657,@fr_brennan @Kirtaner @Jake_Hanrahan @QanonAnonymous seeing @Jake_Hanrahan tagged makes me hope you're on his upcoming podcast about the identity of the QAnon poster __,vinnguini,10/1/20 1:57
61,ID_1312383214443528193,"@AndrewCMcCarthy @NRO HereÕs the truth. antifa, Qanon and the various white supremacist groups combined are far less a threat to the United States than the utterly and literally inept administration of the GOP over the last 4 years. That, we cannot survive much longer.",frankworthing18,10/3/20 13:25
62,ID_1311791125083062274,@realDonaldTrump @seanhannity Will be watching Sir.  WWG1WGA ________________,dsgray58,10/1/20 22:12
63,ID_1312064301935493120,"HAPPENING NOW: The House of Representatives debates resolution HRES 1154 on ""condemning QAnon and rejecting the conspiracy theories it promotes.""",JacqulineJ1,10/2/20 16:18
64,ID_1312205358417371137,@benFranklin2018 Well itÕs a good thing Qanon doesnÕt exist,TPeach6,10/3/20 1:38
65,ID_1312458366006960130,"@sharrols @MaggiePeggy123 @Scavino45 @realDonaldTrump This gets a follow 
#WWG1WWGA",jensinspired1,10/3/20 18:23
66,ID_1311612640095997961,"@eril2030 @MatthewJshow @JoeBiden Qanon have called.They want their tin foil hat, card carrying KKK member back. You know, the one who spouts crap from a reality TV President __who owes oligarchs MILLIONS and is slobbering over his daughter &amp; not his wife. The one who has already purchased the French yacht __",Pollant1,10/1/20 10:23
67,ID_1313139383734853634,"""When BLACKMAIL no longer holds due to LOSS OF SENIOR LEVEL KEY GOV POSITIONS AND 11th HOUR TESTIMONYÉÉÉÉthose previously protected become prey. ""
#wakeUp #thinkForYourself 
https://qanon. pub/#3354",DigMemePray,10/5/20 15:30
68,ID_1312438269561372672,"@SolasSilver @X22Report H.Res.1154 - Condemning QAnon and rejecting the conspiracy theories it promotes.    Whatever ""you doing you"" means, has gotten to be big enough of a threat that congress had to act.  Snap out of it!!!",BryanLyons5,10/3/20 17:04
69,ID_1312426654044745728,@DarnelSugarfoo @JuliansRum Needs more adrenochrome,mickeyqtwist,10/3/20 16:17
70,ID_1311714527441022981,@oneunderscore__ There must be a truly special spot in Hell for the delusional and demented QAnon folks who would act in such a demonic fashion towards a grieving mother and her family.,drjmftspeaks,10/1/20 17:08
71,ID_1312643461762301954,@MikeHammons13 @EsotericExposal What about your point of view?( on adrenochrome),LVX_110,10/4/20 6:39
72,ID_1312477980606644224,@prayingmedic #QANON is an idea.__,TraderD15,10/3/20 19:41
73,ID_1312578868788645890,"@lumpykelly @marklevinshow Ignorant Racists For Trump!!

#IgnorantRacistsForTrump #RacistInChief #ScumbagInChief #LiarInChief #CNN #MSNBC #OANN #Biden #Trump #GOP #DNC #Cult45 #WWG1WGA #PatriotsUnited #QMoron",PaulMarasco1,10/4/20 2:22
74,ID_1312201653467049984,"@BennettDavidian That minority of diehards would probably be very angry though, you'd probably see some violence from Qanon or Proud Boy types, but thats a minority of his base, who are a minority of the voting population, who are a minority of the total populace.",itsanonagon,10/3/20 1:23
75,ID_1312264325847941120,@JohnCleese The problem with bagging on QAnon is that there ARE so many groups of pedophiles being protected. I don't know about Satanists but I have been seriously distressed about UK &amp; US &amp; Canada normalizing &amp; failing to prosecute pedophilia. So can't jump on the QAnon bashing bandwagon.,softnews20,10/3/20 5:32
76,ID_1312573505951719425,"@ritual_coffee Honestly i don't even know who Qanon is or what it means. I dont particularly like her, but that doesn't mean I wish ill upon her or her family. I know pregnancy loss is very rough and I wouldn't want that to happen to anyone.",ActAppalledxx,10/4/20 2:01
77,ID_1313154237501706242,@JohnSilver_1715 @dr_strangerman HeÕs jumping on board the fucking Qanon band wagon. He wants to be the party of conspiracy theorists etc... being sued for libel is just the deep state silencing him.. you canÕt beat these illogical loons __,RickBlagger,10/5/20 16:29
78,ID_1311628013700878336,@chrissyteigen next time donÕt take itÕs adrenochrome before it comes out you pepega,fl9w_,10/1/20 11:24
79,ID_1311893481095274496,"ME: No, itÕs true.  Everything you guys said about Tom Hanks, thatÕs the deal here.  Obviously, Trump was never in quarantine.  

Q: no, see, we meant - 

ME: The real Trump was secretly arrested by the global elite deep state.

Q: no, look - 

ME: On an adrenochrome farm.",MalteseAnna,10/2/20 4:59
80,ID_1312966394686763009,"@realDonaldTrump If their is a contested election,  please sign an executive order that the current sitting President must remain seated until resolved __
#WWG1WGA",Sofia_wwg1wga,10/5/20 4:02
81,ID_1312095702860943361,@millmmill @yashar @justinamash This wasnÕt an ÒimmediateÓ action. Allowing the KKK to march is much more likely to lead to violence - but we realize the greater principle is served by allowing them to look like idiots. QAnon is idiotic but poses no threat to you.,KevinMcAlpin12,10/2/20 18:22
82,ID_1312154726453006338,@GG15890 @IngrahamAngle I noticed that in the last hour.  I shut my volume off.  #WWG1WGA #Trump2020,Beverly66010749,10/2/20 22:17
83,ID_1312405838129246209,"Have to admit itÕs been a very crazy ride... and IÕm proud to have shared it with so many great people... we still havenÕt stopped , but hopefully we will all be better for it ! Wish you luck and remember... WWG1WGA ________________LETS WIN THIS !!! .... and thank u !",UsaOkie,10/3/20 14:55
84,ID_1312456503513681921,"@jwilson_detroit @LatterDayMoroni @drewsg1 @justinamash I don't think we agree on what constitutes a threat. If QAnon idiots committed six notable crimes, then either there only like a few thousand of them or basically they are hardly a threat. Six acts? Let's arrest those folks and move on to ignoring them, not worrying over them.",KralcTrebor,10/3/20 18:16
85,ID_1311922257195798528,@goIdenvoI6Iwt Ahhh thankq. Now you know my grade in English,one_reunion,10/2/20 6:53
86,ID_1311901464600739841,@garfydaya He will still call it a hoax and his supporters will agree with him. This is America Trump and QAnon run this country now.,_FallingGrace,10/2/20 5:30
87,ID_1311967502436573185,"É Oh yeah. QAnon will hint that George Soros had Trump poisoned, and itÕll kick off a pogrom. ThatÕs how I see 2020 going out.",cstross,10/2/20 9:53
88,ID_1311680498826051584,"@Skeletress @itsyeseniajane @Sue40773904 @chrissyteigen Again, why are you mad at the fact that she called Chrissy out? What has Chrissy done for you? Cause I know for damn certain she could care less about you. Research the drug called Adrenochrome and your eyes will open to many things. Time to wake up.",SaulAguiniga,10/1/20 14:52
89,ID_1311896364603801600,didnt qanon say covid was getting rid of the pedos? wellllll guess yall got some explaining to do __,bacardichaserss,10/2/20 5:10
90,ID_1311655074008047618,"@BrandonStraka @SidneyPowell1 The single most important thing you can do is #VOTE and #VoteInPerson if you can. Unless you vote, everything else is a waste of time. #MAGA #Trump2020 #WWG1GWA #Trump2020LandslideVictory  #VoterFraudIsReal",dogsbcpeopleSuc,10/1/20 13:11
91,ID_1312112112798318592,"@Malinowski @RepRiggleman Hey Tom has QAnon committed murdered, rioted, or burned any buildings?",wking333,10/2/20 19:28
92,ID_1312172424683610112,@TitanJenn I was not still seeing it! ThankQ! ______,ginnylauren,10/2/20 23:27
93,ID_1312077785280765964,"@SawyerHackett @DrJasonJohnson But Qanon, that's real, right?",jigger_pine,10/2/20 17:11
94,ID_1312947574496665600,"@wendy_mcroberts @MarieB6860 @JasonMillerinDC @JoeBiden A must read #Rage by @realBobWoodward 
#Americans vote in the memory of #RBG &amp; #JohnLewis 
#America do the right thing vote @JoeBiden @KamalaHarris 
@realDonaldTrump must be STOPPED
No #QAnons in #Congress 
#TrumpLied200KDied #TrumpHatesOurMilitary  #Trump is a #ClimateArsonist",TrishaMortimore,10/5/20 2:47
95,ID_1312010836974678018,Remember when Trump embraced QAnon believers and said they were just people that love America.,LivingBlueinRed,10/2/20 12:45
96,ID_1312420660086403073,@marcorubio @WhiteHouse Wish you would express that same sentiment to the far right who parrot QAnon theories instead of reciting Bible passages.,NewAbnormal19,10/3/20 15:54
97,ID_1312248581240356865,"@Ambellina77 @ditton_wilson @SeanCordanon @steveouttrim @nprpolitics Unfortunately, we have the Hysterical House and the Sleepy Senate, otherwise we'd get a resolution from the Republicans that gives thanks to everyone who participates in controversial online discussions. Not just QAnon, but Black Lives Matter, Me Too, etc. Maybe call Ted Cruz.",murph2020,10/3/20 4:30
98,ID_1312197921153007616,"@idiots_sick @Rae_209 @MrWolfy67713418 @tdickinson511 @CAnderson_30 @Ryanspeaks140 @AynRandPaulRyan @DeAnna4Congress My pleasure, Sick.__  And one back for you.   I'm in a few regular threads where other long-time resisters enjoy sparring with feeble Republican trolls and QAnon nut jobs.__",SmokeyStafford,10/3/20 1:08
99,ID_1312101144231993346,@JoyAnnReid Are you #QANONS ?,T_tothe2ndNGa,10/2/20 18:44
100,ID_1312119555129405440,"@justinamash QAnon hasn't looted, set police stations on fire or killed police officers. When will they vote to condemn Antifa?",stellasplace1,10/2/20 19:57
101,ID_1312117680984346624,"@ChadPergram Seems like a great use of their time. Their priorities are definitely in order. Nothing else going on in our country right now that demands their attention. Definitely need to vote to condemn QAnon. But Antifa, is an ÒideaÓ",Red17Tx,10/2/20 19:50
102,ID_1311499198274048000,"@robbaxter5 @ClareTyne @MarkRuffalo I thought they were only on Facebook, we have QAnon Machine Toting Barbie Alt Right in Canada as a member of parliment wonder if they know each other. ______",ChadeighL,10/1/20 2:52
103,ID_1311677729809534980,I have a QAnon-esque conspiracy theory about this website except instead of believing that half of you guys are lizard people I believe that half of you are illiterate,jake_bittle,10/1/20 14:41
104,ID_1312144652946960387,@LeeeLauren @ValiantThor12 Thankq.   I looked the number up and was surprised to actually find out what they meant. As far as 369,kim51568434,10/2/20 21:37
105,ID_1311529434537627648,"@MSNBC If the GOP is a true conservative party, that's fine but now it's a Trumpian QAnon bullsh*t org.",Royal_____Rebel,10/1/20 4:52
106,ID_1312178604642455553,Lets not forget #QanonArmy insisted that anyone in higher ranks who was diagnosed w/covid was actually secretly arrested for being part of a huge pedophile power-circle. Because covid is fake and this is the cover Trump was using to take down the pedo-cabal. How's that working?,JohnnyFirecloud,10/2/20 23:52
107,ID_1312338965236781056,"@FLOTUS 10 days! They will do it. God bless you and your family.
________WWG1WGA",Liane07831136,10/3/20 10:29
108,ID_1312138793411960832,"Donny was getting too close to shutting down the pedos and demonrats for good, so the CIA got him with the Covid gun. When he ÒrecoversÓ watch for glitches in the hologram #QAnon2020",krillyourtidal,10/2/20 21:14
109,ID_1311473154741673995,"@sherism26348669 @jhdillman @Dan_Mercuri You're blind, rioting and looting happening equally in red states. Get off your high horse you Qanon nut. BLM gets high jacked by you racist right wing lunatics. White supremacy at an all time high. Antifa is idiology but sure, keep watching your brainwashing videos.",SchmallDowg,10/1/20 1:09
110,ID_1311984909863378948,@RationalDis Qanon suspects it's possibly from atheist hope hicks,R_tron1,10/2/20 11:02
111,ID_1312074426800898053,@LewisForMN just went full QANON. We don't need more of the tinfoil hat brigade in power.,the_tweetle,10/2/20 16:58
112,ID_1312149792844177408,@EricTrump @realDonaldTrump Our prayers are with your family.   WWG1WGA,LeahHermann,10/2/20 21:57
113,ID_1312603393764982784,@IvankaTrump Yes he is .... and we love him for it __ WWG1WGA __________,chandraestupin1,10/4/20 4:00
114,ID_1312821139924803591,"@atrupar After reading the comments @atrupar I have come to the conclusion there are just as many bat shit crazy Q types on th left as there are on the right. Edit for a cough is obvious choice,  but Jesus some of the shit people are coming up with is idiotic on a Qanon scale.",TurdFerguson317,10/4/20 18:25
115,ID_1311921867930955776,@Conixel @HvmizK @Parthenogene @Sharex1 @realDonaldTrump That court is in the right-wingers' parallel universe where QAnon &amp; Paedo Trump are fighting paedophilia. __,A_mabdi,10/2/20 6:52
116,ID_1312225896636592128,@RachelDTobias Still better than the Greens. I have to vote out my Sheriff and vote out a Qanon here in Florida. Going to vote Libertarian for President.,NewOrleansRene,10/3/20 3:00
117,ID_1312949027164639232,@becca_schmecca @kate_awakening @realDonaldTrump Looks like you need a little red pill sweat heart... WWG1WGA!,Qsplan1,10/5/20 2:53
118,ID_1312027906701361154,#qanon 10 DAYS DARKNESS = 141 &gt;&lt; 114 &gt; 10 1 22 &gt;&gt;&gt; 10-1-2020,RockbabysL,10/2/20 13:53
119,ID_1312469073087717378,@BurudForTexas @JohnCornyn @brithume Saw a tweet yesterday that stated the @GOP should change their name to #QOP as they are now fully the party of Trump and Qanon wackadoos. #SuperSpreaders #8645 #TreasonWeasels #Cult45,HayThatsMyBike,10/3/20 19:06
120,ID_1312798999015903232,@WWG1WGA @DNI_Ratcliffe Epstein was a @CIA asset...,3ngm1,10/4/20 16:57
121,ID_1312775443943231488,@craigtimberg Why ban Q accounts just because they spread more truth than the Washington post does? Because they are waking people up to the lies of the lamestream media and politicians? Or because Q is exposing the pedophilia problem around the world.  We will not be silent anymore #WWG1WGA,tfet123,10/4/20 15:23
122,ID_1311933389629526017,"Please stop immediately assuming Trump is faking his COVID results for strategic purposes. We are not QAnon; we are far better than that. Wish him a swift recovery, and accept the situation unless it is proven false.",john_joconnor66,10/2/20 7:37
123,ID_1312243156050563072,"@realDonaldTrump Yo what does Q have to say about this? IÕm dying to know but canÕt afford the drop. 

#WWG1WWGA right?",MAGABOT3,10/3/20 4:08
124,ID_1312754293867454465,@realDonaldTrump Wwg1wgaworldwide I pray for you and your family mr president,Woke37485853,10/4/20 13:59
125,ID_1312469594968264704,"@realDonaldTrump He lied &amp; downplayed the virus in March.

He made fun of people who wore mask &amp; did not role model.

He did not follow the CDC guidelines.

He push unscientific treatments like hydrochloride &amp; zinc, he is not using those treatments.

The #MAGA, #Qanon, #GOP are accomplices.",AlexVilaTrains,10/3/20 19:08
126,ID_1311825876187779079,The spread of QAnon beliefs throughout America makes me incredibly sad. It's an anonymous user on a message board that makes outrageous claims. How could you put so much stock in that?,TommyBoyThe3rd,10/2/20 0:30
127,ID_1311807865921982472,"@JacobRubashkin @HotlineJosh Everyone, please support @RepDMB in CO-03! Diane is running against a crazy QAnon person and has a dead-solid chance of taking back a seat we last held in 2010.",brett_7g,10/1/20 23:19
128,ID_1312097665442869248,"@mikearcher69 @BobPersis @RepAdamSchiff Right on man, they are in for a big surprise. WWG1WGA ________",sarniatechvoice,10/2/20 18:30
129,ID_1312265387078111232,#PlanetX Donald Trump Does Not Have COVID CONFIRMED #poleahift #QAnon #Nibiru,vseposlovici,10/3/20 5:37
130,ID_1312144716801081344,@BarryHi70969450 @FRCdc @weestaarlee @JamesOKeefeIII @Project_Veritas Her come the moron base to chime in with their 3rd grade educations....right on cue. And with all caps....but no American flags...so you gotta question the QAnon nationalism. __,DJT_frat_paddle,10/2/20 21:37
131,ID_1311726741451235328,"@meralee727 Honey, this freak show is a #QAnon cult member waving his wackadoodle flag. Just report him and block him.",AnotherThingTV,10/1/20 17:56
132,ID_1312072292252475392,@realDonaldTrump @FLOTUS We love you and Melania!!!  I Pray for your speedy recovery. A positive result of this; a wonderful break from the MSM. Go silent for awhile so they have to fumble and scramble to stay alive. GOD Bless the two of you. I know youÕll be fine. WWG1WGA __________,KarenHa44189917,10/2/20 16:49
133,ID_1312149645607354370,@RogerOver8 @BradMossEsq @Redistrict YouÕre a perfect candidate for qanon. Please tell me youÕre a qanon-er,polyscifi1,10/2/20 21:57
134,ID_1312355847096459267,@elenochle @realDonaldTrump @MELANIATRUMP @JuliansRum Thoughts and prayers to you and yours Mr. President @POTUS wwg1wga,BA4200,10/3/20 11:36
135,ID_1312778587846606848,@kirstiealley @realDonaldTrump @FLOTUS Truly the world is with you. WWG1WGA Mr. President!,InvestClauseau,10/4/20 15:36
136,ID_1312230719989538818,"If Trump dies of this thing, just imagine how crazy the Qanon conspiracy theories are going to be!",calebvoskamp,10/3/20 3:19
137,ID_1312168550086270976,@mickyfmickyf @ChillaxBcn @afneil You donÕt get it. ItÕs not for me to prove your bullshit you absolute bellend. IÕm not wasting my time with someone who  chats shit. IÕll leave you to pleasure yourself to QAnon. Night.,seriouslee82,10/2/20 23:12
138,ID_1312405662224265219,"@cjtruth I have no idea what QAnon is, they have no uniform, they have no meetings, they have no flag, they have no leader... What is it they're condemning..? I think the Democrats have fallen for a conspiracy theory... ________",Aristarkos2,10/3/20 14:54
139,ID_1311966265397981184,@realDonaldTrump @FLOTUS 1rst security move because he'll be better protected if he quarantines in a secure location. Him and his team probably felt his life and his wife's lives were in danger. 2nd he knows he will recover fast with hydroxychloroquine and make it public easier after! WWG1WGA,MartinBrunet11,10/2/20 9:48
